indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
2008,PISCARDANOS                        ,INT 1987                                                              ,0,26,804,166,930.0,1334.0,32,32,19,2153,9175,409781,4724255,409781,4724255,-40603,423953,-40608,423949,,409673,4724048,,DUERO
2009,RIAZA                              ,,1,36,1082,432,1139.0,2036.0,96,106,60,2088,40170,460580,4570580,460580,4570580,-32815,411706,-32819,411702,,460472,4570372,,DUERO
2010,LINARES DEL ARROYO                 ,,1,756,1082,375,900.0,2036.0,82,92,60,2098,40115,453295,4598390,453295,4598390,-33336,413206,-33340,413202,,453187,4598183,,DUERO
2011,SALIDA EMBALSE DEL PORMA           ,,1,220,1143,104,1034.0,2157.0,79,80,60,2265,24021,312700,4755275,312700,4755275,-51742,425535,-51747,425531,,312591,4755070,,DUERO
2012,SEPULVEDA                          ,,1,480,1450,431,920.0,2262.0,71,77,37,2106,40195,438350,4572605,438350,4572605,-34411,411807,-34416,411802,,438241,4572398,,DUERO
2013,ARANDA DE DUERO                    ,,1,7356,97620,375,790.0,2315.0,48,48,35,2067,9018,443439,4611795,443439,4611795,-34045,413919,-34050,413914,,443331,4611587,,DUERO
2014,PEÑAFIEL                           ,INT 1976                                                              ,0,11905,97620,374,740.0,2315.0,47,57,18,2111,47114,406666,4608273,406666,4608273,-40713,413712,-40718,413708,,406557,4608066,,DUERO
2015,HERRERA DE DUERO                   ,,1,12740,97620,372,690.0,2315.0,98,108,61,2111,47175,361160,4603018,361160,4603018,-43954,413358,-43959,413354,,361051,4602811,,DUERO
2016,PAJARES DE PEDRAZA                 ,,1,280,2525,457,938.0,2209.0,98,108,53,2112,40019,428405,4557885,428405,4557885,-35112,411006,-35117,411002,,428296,4557678,,DUERO
2017,NAVAPALOS                          ,,1,6398,97620,377,868.0,2315.0,31,31,17,2063,42043,491500,4595350,491500,4595350,-30607,413032,-30611,413028,,491392,4595142,,DUERO
2018,PEDROSA DEL PRINCIPE               ,,1,796,805,236,766.0,1334.0,20,20,8,2155,9258,400988,4678603,400988,4678603,-41201,421509,-41206,421505,,400880,4678397,,DUERO
2019,SALINAS DE PISUERGA                ,,1,443,15828,107,947.0,2139.0,60,60,43,2130,34158,386580,4745195,386580,4745195,-42317,425101,-42322,425057,,386472,4744989,,DUERO
2020,SALIDA EMBALSE DE AGUILAR          ,,1,546,15828,133,902.0,2139.0,67,67,50,2130,34004,395377,4738975,395377,4738975,-41645,424743,-41650,424740,,395269,4738769,,DUERO
2021,CERVERA DE PISUERGA                ,INT 2013                                                              ,0,253,15828,107,1000.0,2139.0,89,99,50,2128,34056,377347,4747938,377347,4747938,-43006,425224,-43011,425220,,377239,4747732,,DUERO
2022,RUESGA                             ,,1,56,90,107,1013.0,1846.0,94,104,56,2129,34056,376160,4746400,376160,4746400,-43057,425134,-43102,425130,,376052,4746194,,DUERO
2023,CELADILLA DEL RIO                  ,,1,494,3407,164,979.0,2497.0,23,23,11,2197,34129,352601,4719086,352601,4719086,-44749,423634,-44754,423630,,352493,4718880,,DUERO
2024,ALAR DEL REY                       ,,1,1106,15828,165,850.0,2139.0,99,109,50,2138,34005,392260,4723790,392260,4723790,-41852,423930,-41857,423926,,392152,4723583,,DUERO
2025,VILLANUEVA DE LOS INFANTES         ,,1,870,998,344,733.0,,23,23,11,2209,47221,376870,4617815,376870,4617815,-42847,414207,-42852,414203,,376762,4617608,,DUERO
2026,ABIA DE LAS TORRES                 ,,1,623,1063,198,816.0,,21,21,9,2149,34003,383402,4697955,383402,4697955,-42502,422528,-42507,422524,,383294,4697748,,DUERO
2027,DUEÑAS                             ,INT 1986                                                              ,0,13560,15638,311,705.0,2139.0,15,15,13,2206,34069,372602,4636240,372602,4636240,-43206,415202,-43211,415157,,372494,4636033,,DUERO
2028,SALAS DE LOS INFANTES              ,,1,349,5380,277,958.0,2131.0,63,63,37,2161,9330,477119,4653831,477119,4653831,-31635,420208,-31640,420204,,477011,4653623,,DUERO
2029,CORDOVILLA                         ,,1,4227,15828,274,740.0,2139.0,98,108,47,2156,34063,396833,4665232,396833,4665232,-41454,420754,-41458,420750,,396725,4665025,,DUERO
2030,COVARRUBIAS                        ,,1,1200,5380,277,881.0,2131.0,97,107,48,2165,9113,458015,4656096,458015,4656096,-33027,420318,-33031,420314,,457907,4655889,,DUERO
2031,PERAL DE ARLANZA                   ,,1,2413,5380,275,770.0,2131.0,99,109,48,2169,9262,410823,4659303,410823,4659303,-40441,420448,-40446,420444,,410715,4659096,,DUERO
2032,SALIDA EMBALSE DE UZQUIZA          ,,1,153,2659,239,1026.0,2131.0,49,49,34,2170,9463,469363,4683940,469363,4683940,-32218,421823,-32223,421819,,469256,4683732,,DUERO
2033,CASTROVERDE DE CERRATO             ,INT 1997                                                              ,0,700,998,344,777.0,1412.0,20,20,0,2209,47047,398695,4623475,398695,4623475,-41307,414521,-41312,414517,,398587,4623268,,DUERO
2034,BESANDE                            ,,1,32,73,105,1270.0,1820.0,60,60,16,2196,24020,346172,4751298,346172,4751298,-45303,425353,-45308,425349,,346064,4751092,,DUERO
2035,OTERO DE GUARDO                    ,,1,72,73,106,1127.0,1820.0,60,60,29,2196,34199,348948,4743768,348948,4743768,-45053,424951,-45058,424947,,348840,4743562,,DUERO
2036,QUINTANA DEL PUENTE                ,,1,5256,5380,274,740.0,2131.0,97,107,45,2193,34084,397462,4656950,397462,4656950,-41421,420326,-41426,420322,,397354,4656743,,DUERO
2037,SALIDA EMBALSE DE COMPUERTO        ,,1,307,3407,106,1145.0,2497.0,41,41,0,2195,34199,350317,4746310,350317,4746310,-44955,425114,-44960,425110,,350209,4746104,,DUERO
2038,VELILLA DE GUARDO                  ,INT 2000                                                              ,0,392,3407,132,1112.0,2497.0,77,87,21,2197,34199,348815,4741560,348815,4741560,-45057,424839,-45102,424835,,348707,4741354,,DUERO
2039,CASTRILLEJO DE LA OLMA             ,INT 1967                                                              ,0,365,404,235,790.0,957.0,4,4,0,2198,34123,366550,4677965,366550,4677965,-43703,421430,-43708,421426,,366442,4677759,,DUERO
2040,VILLOLDO                           ,,1,973,3407,235,787.0,2497.0,81,91,45,2197,34243,368104,4678916,368104,4678916,-43556,421502,-43601,421458,,367996,4678710,,DUERO
2041,VILLALCAZAR DE SIRGA               ,,1,312,655,235,795.0,1120.0,73,75,56,2202,34215,374538,4686895,374538,4686895,-43121,421924,-43126,421920,,374430,4686688,,DUERO
2042,PALENCIA                           ,,1,2222,3407,273,740.0,2497.0,98,108,44,2203,34079,371126,4655182,371126,4655183,-43325,420215,-43330,420210,,371018,4654976,,DUERO
2043,CABEZON DE PISUERGA                ,,1,14283,15828,343,698.0,2139.0,80,90,60,2206,47027,363795,4622535,363795,4622535,-43817,414432,-43821,414428,,363687,4622328,,DUERO
2044,VALLADOLID-ESGUEVA                 ,,1,997,998,343,690.0,1412.0,82,92,31,2209,47186,358184,4612632,358184,4612632,-44211,413908,-44216,413903,,358076,4612425,,DUERO
2045,SIMANCAS                           ,INT 1920                                                              ,0,15790,15828,372,672.0,2139.0,3,3,0,2210,47161,348190,4605962,348190,4605962,-44917,413525,-44922,413521,,348081,4605755,,DUERO
2046,AVILA                              ,,1,770,5275,531,1066.0,2297.0,96,106,38,2214,5019,355772,4501495,355772,4501495,-44221,403904,-44226,403859,,355663,4501288,,DUERO
2047,MEDIANA DE VOLTOYA                 ,,1,140,1074,506,1089.0,1580.0,61,61,42,2228,5123,370102,4508686,370102,4508686,-43216,404305,-43221,404301,,369993,4508479,,DUERO
2048,OLMEDO                             ,INT 2013                                                              ,0,2746,2968,428,730.0,2430.0,36,36,28,2229,47002,364531,4576273,364531,4576273,-43707,411933,-43712,411929,,364422,4576066,,DUERO
2049,CABAÑES DE ESGUEVA                 ,,1,271,998,346,871.0,1412.0,77,77,56,2207,9061,434465,4631375,434465,4631375,-34721,414951,-34726,414947,,434357,4631168,,DUERO
2050,SEGOVIA                            ,,1,252,2968,483,900.0,2430.0,87,97,40,2219,40194,403507,4534119,403507,4534119,-40852,405702,-40847,405707,DATOS MODIFICADOS 2014-15 (ANUARIO 15-16)                                                           ,403398,4533912,,DUERO
2051,"ESPINAR, EL                        ",,1,35,2193,508,1260.0,2139.0,68,68,48,2222,40076,402557,4511890,402557,4511890,-40915,404505,-40920,404501,,402448,4511683,,DUERO
2052,GUIJAS ALBAS                       ,,1,252,695,507,940.0,2193.0,61,61,42,2222,40211,391920,4519759,391920,4519759,-41654,404916,-41658,404911,,391811,4519552,,DUERO
2053,BERNARDOS                          ,,1,1438,2968,456,782.0,2430.0,57,57,30,2227,40030,387275,4557134,387275,4557134,-42036,410925,-42041,410921,,387166,4556927,,DUERO
2054,SAN MIGUEL DEL PINO                ,,1,36570,97620,371,670.0,2815.0,91,101,40,2231,47146,338985,4596727,338985,4596727,-45545,413019,-45550,413015,,338876,4596520,,DUERO
2055,SAN RAFAEL                         ,,1,173,695,507,1045.0,2193.0,19,19,7,2222,40223,395260,4514523,395260,4514523,-41428,404628,-41433,404623,,395151,4514316,,DUERO
2056,VALDESTILLAS                       ,,1,5202,5275,400,693.0,2297.0,93,103,55,2230,47182,352357,4594918,352357,4594918,-44607,412930,-44612,412925,,352248,4594711,,DUERO
2057,VILLOVELA DE PIRON                 ,,1,172,1020,457,869.0,2200.0,49,49,32,2113,40075,405705,4552136,405705,4552136,-40723,410652,-40728,410647,,405596,4551929,,DUERO
2060,CEBRONES DEL RIO                   ,,1,3192,5039,231,754.0,2417.0,49,49,31,2303,24053,266703,4681447,266703,4681447,-54940,421459,-54945,421454,,266593,4681240,,DUERO
2061,SANTA MARINA DEL REY               ,,1,1554,5039,160,835.0,2417.0,27,27,14,2291,24159,263627,4710140,263627,4710140,-55237,423024,-55242,423020,,263517,4709934,,DUERO
2062,TORO-DUERO                         ,,1,41808,97620,370,637.0,2315.0,98,108,36,2247,49219,298767,4598960,298767,4598960,-52441,413059,-52446,413054,,298658,4598753,,DUERO
2063,TOLIBIA DE ABAJO                   ,,1,97,296,104,1165.0,2067.0,21,21,9,2266,24177,304358,4758536,304358,4758536,-52354,425713,-52359,425709,,304249,4758331,,DUERO
2064,VILLAGODIO (PUENTE)                ,INT 2000                                                              ,0,3556,3558,369,630.0,1100.0,33,33,31,2258,49275,273785,4600870,273785,4600870,-54240,413136,-54246,413132,,273675,4600663,,DUERO
2065,PONTEDO                            ,INT 1983                                                              ,0,43,482,103,1160.0,2043.0,25,25,19,2276,24037,290532,4761242,290532,4761242,-53407,425827,-53412,425823,,290423,4761037,,DUERO
2066,CARRASCAL                          ,INT 2009                                                              ,0,46700,97620,397,619.0,2315.0,56,56,0,2259,49275,265130,4596865,265130,4596865,-54848,412918,-54853,412914,,265020,4596658,,DUERO
2067,RIAÑO                              ,INT 1974                                                              ,0,564,16081,105,1033.0,2408.0,50,60,2,2262,24130,333320,4759755,333320,4759755,-50238,425817,-50243,425813,,333212,4759549,,DUERO
2068,CALDAS DE NOCEDO                   ,,1,154,296,104,1094.0,2067.0,65,65,31,2266,24177,304140,4752480,304140,4752480,-52356,425357,-52401,425353,,304031,4752275,,DUERO
2069,VILLAFER                           ,INT 1969                                                              ,0,4662,16081,270,720.0,2408.0,44,54,2,2280,24221,287226,4666750,287226,4666750,-53426,420724,-53431,420719,,287117,4666543,,DUERO
2070,"ROBLA, LA                          ",INT 2013                                                              ,0,340,1174,129,950.0,2181.0,89,99,20,2275,24134,284938,4743110,284938,4743110,-53749,424834,-53754,424830,,284829,4742904,,DUERO
2071,BENAMARIEL                         ,INT 1998                                                              ,0,3980,16081,194,757.0,2408.0,52,51,1,2280,24212,289125,4694520,289125,4694520,-53340,422225,-53345,422221,,289015,4694314,,DUERO
2072,ARDON                              ,INT 1951                                                              ,0,4011,16081,194,764.0,2408.0,21,31,0,2280,24033,289752,4700345,289752,4700345,-53320,422534,-53325,422530,,289642,4700139,,DUERO
2073,SAHAGUN                            ,,1,725,1997,196,800.0,1763.0,80,90,35,2283,24139,332304,4693125,332304,4693125,-50212,422218,-50217,422214,,332195,4692919,,DUERO
2074,CASTROPEPE                         ,,1,6783,16081,308,703.0,2408.0,93,103,43,2284,49257,281660,4650491,281660,4650491,-53807,415832,-53812,415827,,281551,4650284,,DUERO
2075,"MAGDALENA, LA                      ",,1,527,755,129,995.0,2417.0,75,78,40,2285,24012,268408,4744840,268408,4744840,-54958,424913,-55003,424909,,268299,4744634,,DUERO
2076,LAS OMAÑAS                         ,,1,481,516,128,969.0,2112.0,58,58,20,2290,24104,262404,4732170,262404,4732170,-55403,424216,-55408,424212,,262294,4731964,,DUERO
2077,SALIDA EMBALSE DE VILLAMECA        ,,1,53,1383,160,979.0,1623.0,81,86,55,2292,24123,739991,4725722,248210,4726351,-60421,423845,-60426,423841,,248100,4726145,,DUERO
2078,CAMPOSOLILLO                       ,,1,154,1143,104,1106.0,2157.0,58,58,35,2265,24121,315865,4762246,315865,4762246,-51531,425923,-51536,425919,,315756,4762041,,DUERO
2079,STA. CRISTINA DE LA POLVOROSA      ,,1,4905,5039,270,706.0,2417.0,61,63,8,2309,49200,275788,4653609,275788,4653609,-54226,420007,-54231,420002,,275678,4653402,,DUERO
2080,PUEBLA DE SANABRIA                 ,,1,298,2409,267,895.0,2124.0,71,81,7,2311,49166,696097,4658972,199591,4662635,-63749,420327,-63754,420323,,199480,4662428,,DUERO
2081,PUENTE CONGOSTO                    ,,1,1620,7257,528,913.0,,24,24,12,2330,37261,285733,4486903,285733,4486903,-53143,403016,-53148,403012,CURVA DE GASTO 2006-07 PROVISIONAL                                                                  ,285624,4486696,,DUERO
2082,MORALES DEL REY                    ,,1,650,657,270,724.0,2188.0,79,87,44,2308,49128,271646,4660092,271646,4660092,-54535,420332,-54540,420328,,271536,4659885,,DUERO
2083,"GARANDILLA, LA                     ",INT 1994                                                              ,0,402,516,128,984.0,2112.0,26,26,20,2290,24184,259910,4734690,259910,4734690,-55557,424335,-55602,424331,,259800,4734484,,DUERO
2084,ENCINAS DE ARRIBA                  ,INT 2007                                                              ,0,2565,7257,503,816.0,2592.0,39,39,29,2332,37122,284538,4516623,284538,4516623,-53310,404618,-53315,404614,"DATOS MODIFICADOS DE 02/1988 RESPECTO A PUBLICADOS, DESDE ANUARIO 2012-13                           ",284429,4516416,,DUERO
2085,BARCO DE AVILA                     ,,1,900,7257,553,992.0,2592.0,75,85,20,2326,5021,285492,4471009,285492,4471009,-53134,402141,-53139,402137,,285383,4470802,,DUERO
2086,ALBA DE TORMES                     ,INT 1974                                                              ,0,2800,7257,503,808.0,2592.0,48,58,5,2332,37008,287410,4522018,287410,4522018,-53115,404915,-53120,404911,,287300,4521811,,DUERO
2087,SALAMANCA                          ,,1,4010,7257,478,780.0,2592.0,60,71,29,2340,37274,277290,4537765,277290,4537765,-53847,405736,-53851,405732,,277180,4537558,,DUERO
2088,CONTIENSA                          ,INT 2008                                                              ,0,4592,7257,451,752.0,2592.0,51,51,0,2340,37365,253530,4551703,253530,4551703,-55602,410443,-55607,410438,LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ,253420,4551496,,DUERO
2089,MORLA DE LA VALDERIA               ,,1,280,657,230,965.0,2188.0,79,79,33,2308,24047,726887,4678357,231680,4679817,-61504,421325,-61509,421321,,231570,4679610,,DUERO
2090,FUENTEGUINALDO                     ,INT 1992                                                              ,0,320,2409,550,714.0,1730.0,25,25,12,2362,37269,703930,4478862,194970,4482299,-63545,402605,-63550,402601,,194861,4482092,,DUERO
2091,CASTILLEJO MARTIN VIEJO            ,INT 2008                                                              ,0,1700,2409,500,584.0,1730.0,48,48,4,2372,37096,697830,4508047,190868,4511851,-63931,404156,-63936,404152,,190759,4511643,,DUERO
2092,SALIDA EMBALSE DEL AGUEDA          ,,1,900,2409,526,607.0,1730.0,76,86,7,2370,37107,713141,4490431,204951,4493221,-62900,403212,-62905,403207,,204842,4493014,,DUERO
2093,PUENTE PINO                        ,INT 1995                                                              ,0,63160,97620,368,557.0,2315.0,60,60,0,2323,49071,734689,4606808,234461,4607881,-61106,413440,-61111,413436,,234351,4607674,,DUERO
2094,PUENTE RESBALA                     ,INT 2006                                                              ,0,2348,2393,475,592.0,1240.0,46,46,0,2354,37101,699780,4541105,195080,4544720,-63730,405945,-63735,405941,,194970,4544512,,DUERO
2095,BRETO                              ,INT 2009                                                              ,0,14263,16081,308,691.0,2408.0,71,72,0,2318,49025,270614,4639496,270614,4639496,-54551,415224,-54556,415220,,270504,4639289,,DUERO
2096,VILLACHICA O SAN ANDRES            ,INT 1968                                                              ,0,41856,97620,370,641.0,2315.0,25,26,0,2247,49219,293904,4597473,293904,4597473,-52809,413006,-52814,413002,,293794,4597266,,DUERO
2097,VALLADOLID-PISUERGA                ,,1,15638,15828,372,690.0,2139.0,51,51,31,2210,47186,355877,4613814,355877,4613814,-44352,413944,-44357,413940,,355769,4613607,,DUERO
2098,VILLAMANIN                         ,,1,132,1174,103,1125.0,,24,24,12,2273,24901,283253,4757225,283253,4757225,-53923,425610,-53928,425606,,283144,4757020,,DUERO
2099,MOZAR DE VALVERDE                  ,,1,2350,2409,308,695.0,2124.0,23,22,10,2315,49118,269416,4647296,269416,4647296,-54653,415636,-54659,415631,LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ,269306,4647089,,DUERO
2100,SAN MAMES DE ZALIMA                ,INT 1963                                                              ,0,463,15828,107,913.0,2497.0,25,35,19,2130,34158,388365,4743235,388365,4743235,-42157,424958,-42202,424954,,388257,4743029,,DUERO
2101,MOLINOS DE DUERO                   ,,1,135,97620,317,1100.0,2315.0,90,100,41,2003,42117,517868,4637657,517868,4637657,-24705,415324,-24709,415320,,517760,4637449,,DUERO
2102,SALIDA EMBALSE DE RIAÑO            ,,1,607,16081,105,1004.0,2408.0,57,57,26,2262,24060,328713,4755770,328713,4755770,-50557,425604,-50602,425600,,328605,4755564,,DUERO
2103,CISTIERNA                          ,,1,716,16081,131,948.0,2408.0,57,56,27,2262,24137,325950,4744735,325950,4744735,-50746,425005,-50751,425001,,325842,4744529,,DUERO
2104,VILLAVERDE DE ARCAYOS              ,,1,355,1997,163,878.0,1763.0,57,57,31,2281,24004,332900,4720100,332900,4720100,-50214,423652,-50219,423648,,332791,4719894,,DUERO
