ref_ceh,nom_embalse,serv,comentario,muni_id,hoja_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,mna,mnne,num_cuenca,nae,naem,xetrs89,yetrs89,cod_saih,demarcacion
9874,URDALUR,1,"LOS DATOS DE 2002-03, 2004-05, 2007-08 Y 2008-09 SON PROVISIONALES SUJETOS A REVISION                                   ",31073,113,562653,4752077,562653,4752077,-21357,425505,-21402,425501,,648.5,9221,25,26,562547,4751868,E074,EBRO
9875,ITOIZ,1,LOS DATOS DE 2003-04 Y 2006-07 SON PROVISIONALES SUJETOS A REVISION                                                     ,31158,142,634110,4740375,634110,4740375,-12136,424812,-12140,424808,590.0,588.0,9195,18,19,634003,4740165,E075,EBRO
9876,RIALB,1,LOS DATOS DE 2007-08 SON PROVISIONALES SUJETOS A REVISION                                                               ,25042,329,350377,4644854,847802,4651801,11142,414627,11138,415623,432.8,430.0,9451,23,24,847694,4651590,E076,EBRO
9877,MONTEARAGON,1,,22150,248,718012,4673631,718012,4673631,-2137,421101,-2141,421057,579.5,579.0,9620,11,12,717904,4673421,E077,EBRO
9879,GUARA,1,,22081,248,729260,4679435,729260,4679435,-1319,421358,-1323,421354,,789.0,9612,22,24,729153,4679225,E079,EBRO
9880,TABESCAN,1,,25123,182,356720,4722192,848682,4729485,11509,423817,11505,423813,1104.4,1104.4,9471,6,7,848574,4729274,E080,EBRO
9881,VALDABRA,1,,22125,286,711487,4660769,711487,4660769,-2638,420411,-2642,420407,399.0,399.1,9988,25,25,711379,4660559,E081,EBRO
9882,TORROLLON,1,,22136,324,726242,4644689,726242,4644689,-1618,415516,-1623,415512,375.7,375.7,9938,24,25,726134,4644479,E082,EBRO
9884,LAVERNE,1,REGULADOR DE LA ACEQUIA DE SORA                                                                                         ,50095,284,658324,4662024,658324,4662024,-10508,420537,-10513,420533,400.2,400.2,9950,10,11,658216,4661815,E084,EBRO
9885,"LOTETA, LA",1,,50118,353,639161,4631980,639161,4631980,-11928,414936,-11932,414932,288.0,18.2,9986,13,13,639053,4631771,E085,EBRO
9886,VALCOMUNA,1,,44147,469,258508,4551018,762608,4551745,732,410426,728,410422,,133.1,9643,16,17,762499,4551535,,EBRO
9887,LECHAGO,1,,44050,491,643132,4536603,643132,4536603,-11757,405802,-11801,405758,891.0,,9276,8,9,643023,4536394,,EBRO
9889,ENCISO,1,,26058,280,559785,4666273,559785,4666273,-21635,420844,-21640,420840,,,9158,3,3,559677,4666065,E089,EBRO
9891,"PARRAS, LAS",1,,44144,517,675545,4521649,675545,4521649,-5506,404935,-5510,404931,,975.0,9339,3,4,675436,4521440,E091,EBRO
9892,TERROBA,1,,26147,242,546992,4679719,546992,4679719,-22549,421603,-22553,421559,772.0,,9140,3,3,546884,4679511,E092,EBRO
9893,VALDEPATAO,1,,22077,414,254587,4604419,755005,4604752,327,413311,323,413307,361.0,,9948,3,3,754897,4604542,E093,EBRO
9894,"FITAS, LAS",1,,22251,357,744292,4631547,744292,4631547,-335,414751,-340,414747,,,9937,5,6,744184,4631337,,EBRO
9895,SAN SALVADOR,1,DATOS DE RESERVA EN DM3                                                                                                 ,22060,358,265639,4628438,764360,4629485,1050,414621,1045,414617,298.0,,9941,5,5,764252,4629275,,EBRO
9897,"TRAPA, LA",1,,50152,469,258023,4560558,761468,4561230,658,410934,654,410930,283.1,,9936,10,11,761360,4561020,,EBRO
9898,PUENTE DE SANTOLEA,1,,44071,519,724396,4514280,724396,4514280,-2032,404453,-2036,404449,596.0,,9364,5,6,724287,4514071,,EBRO
9901,MAIRAGA,1,,31192,173,615876,4721751,615876,4721751,-13512,423819,-13517,423815,650.5,650.5,9965,25,25,615769,4721542,E201,EBRO
9903,SAN GREGORIO,1,,22165,386,253429,4609459,753500,4609700,230,413553,225,413549,,361.8,9933,3,3,753392,4609490,E103,EBRO
9904,NAGORE,1,,31028,116,632988,4745670,632988,4745670,-12221,425105,-12225,425101,,,9194,2,2,632882,4745460,,EBRO
9930,CERECEDA,1,LOS DATOS DE 2003-04 Y 2004-05 SON PROVISIONALES SUJETOS A REVISION                                                     ,9238,136,461769,4737321,461769,4737321,-32803,424712,-32807,424708,566.9,566.4,9019,17,19,461662,4737114,,EBRO
1430,RIO COBO,1,,27013,3,625742,4837476,142071,4845881,-72624,434044,-72630,434040,49.5,49.0,1983,27,28,141959,4845676,,GALICIA_COSTA
1445,FORCADAS,1,,15087,7,573920,4829810,89741,4841976,-80502,433701,-80508,433657,0.0,167.5,1982,23,23,89629,4841771,,GALICIA_COSTA
1454,"RIBEIRA, LA",1,,15070,23,594793,4812690,109361,4823359,-74942,432737,-74947,432733,0.0,400.4,1262,37,37,109249,4823154,,GALICIA_COSTA
1456,EUME,1,,15070,22,580208,4806718,94357,4818443,-80034,432430,-80039,432426,320.0,318.0,1272,47,48,94245,4818238,,GALICIA_COSTA
1507,FERVENZA,1,,15034,93,499240,4759689,10017,4777243,-90034,425921,-90039,425917,0.0,285.0,1302,37,37,9905,4777037,,GALICIA_COSTA
1510,VILLAGUDIN,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ,15084,70,541363,4771652,53004,4786186,-82930,430544,-82936,430540,282.0,279.0,1318,13,13,52892,4785980,,GALICIA_COSTA
1528,BARRIE DE LA MAZA,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ,15056,94,516707,4746060,26514,4762359,-84744,425158,-84749,425154,248.0,248.0,1330,49,49,26402,4762153,,GALICIA_COSTA
1546,PORTODEMOUROS,1,SE HAN MODIFICADO LOS CAUDALES DESDE 1992/93 A 1994/1995                                                                ,15006,95,566286,4745413,76042,4758170,-81119,425128,-81125,425123,252.8,252.0,1344,37,37,75930,4757964,,GALICIA_COSTA
5001,TRANCO DE BEAS,1,,23904,887,517973,4225334,517973,4225334,-24741,381030,-24746,381026,0.0,641.5,5003,63,77,517861,4225127,E01,GUADALQUIVIR
5002,DOÑA ALDONZA,0,INT 2008                                                                                                                ,23092,927,472543,4197785,472543,4197785,-31845,375538,-31849,375531,0.0,341.5,5051,38,38,472432,4197579,,GUADALQUIVIR
5003,PEDRO MARIN,0,CENTRAL FLUYENTE DESDE 2010-11.LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                        ,23009,927,463824,4196009,463824,4196009,-32441,375437,-32446,375433,0.0,320.0,5053,41,41,463712,4195803,E10,GUADALQUIVIR
5004,GUADALEN,1,,23094,906,458273,4224073,458273,4224073,-32835,380949,-32839,380942,0.0,349.5,5081,63,67,458161,4223866,E13,GUADALQUIVIR
5005,RUMBLAR,1,,23011,905,429535,4224103,429535,4224103,-34816,380941,-34820,380937,343.7,342.0,5106,63,77,429424,4223896,E19,GUADALQUIVIR
5006,MONTORO III,1,LOS DATOS DE 2008-09 Y 2009-10 ESTAN PENDIENTES DE REVISION                                                             ,13055,836,404201,4264875,404201,4264875,-40556,383135,-40601,383131,0.0,565.6,5113,62,66,404090,4264668,E22,GUADALQUIVIR
5007,JANDULA,1,,23005,883,414829,4231407,414829,4231407,-35823,381336,-35827,381329,0.0,360.0,5118,63,77,414718,4231200,E23,GUADALQUIVIR
5008,ENCINAREJO,0,INT 2009                                                                                                                ,23005,904,413105,4224761,413105,4224761,-35931,380960,-35935,380953,0.0,279.0,5120,52,65,412994,4224554,E24,GUADALQUIVIR
5010,"BREÑA II, LA",1,,14005,943,320281,4188864,320281,4188864,-50231,374944,-50236,374939,125.0,121.0,5206,63,77,320170,4188658,E36,GUADALQUIVIR
5011,"PINTADO, EL",1,,41032,919,240711,4208355,240711,4208355,-55708,375907,-55713,375902,0.0,340.5,5346,63,73,240601,4208150,E57,GUADALQUIVIR
5012,BEMBEZAR,1,,14036,921,305734,4197432,305734,4197432,-51234,375411,-51239,375407,0.0,182.5,5222,60,60,305623,4197227,E37,GUADALQUIVIR
5013,"MINILLA, LA",1,,41083,962,748399,4172741,219160,4173780,-61102,374004,-61107,373959,0.0,157.5,5366,63,68,219049,4173576,E63,GUADALQUIVIR
5014,CALA,1,,41083,940,756740,4178706,227896,4179198,-60514,374311,-60517,374304,278.7,278.0,5367,63,77,227785,4178993,E64,GUADALQUIVIR
5015,HORNACHUELOS,1,,14036,942,303090,4189125,303090,4189125,-51414,374940,-51419,374935,0.0,96.5,5222,44,45,302979,4188920,E38,GUADALQUIVIR
5016,ARACENA,1,,21059,918,724152,4198879,196632,4201430,-62701,375433,-62706,375429,345.5,344.0,5362,51,51,196522,4201226,E61,GUADALQUIVIR
5017,RETORTILLO,1,LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ,14036,921,293394,4191007,293394,4191007,-52053,375033,-52057,375028,0.0,187.0,5228,51,51,293283,4190802,E39,GUADALQUIVIR
5018,GUADALMENA,1,,23029,864,507626,4246363,507626,4246363,-25446,382153,-25450,382149,600.7,600.7,5071,51,51,507515,4246156,E15,GUADALQUIVIR
5019,MALPASILLO-JAUJA,0,INT 2008                                                                                                                ,14038,1006,351500,4129593,351500,4129593,-44032,371802,-44036,371757,0.0,241.0,5288,50,55,351387,4129388,,GUADALQUIVIR
5020,CUBILLAS,1,,18003,1009,439623,4125857,439623,4125857,-34052,371636,-34056,371632,643.0,641.5,5247,63,66,439511,4125651,E45,GUADALQUIVIR
5021,"BERMEJALES, LOS",1,,18020,1040,420614,4095015,420614,4095015,-35332,365950,-35336,365946,0.0,829.0,5269,63,67,420502,4094809,E46,GUADALQUIVIR
5022,TORRE DEL AGUILA,1,SALTO DE RESERVA ENTRE 30/09/2016 Y 01/10/2016 POR CAMBIO DE CURVA DE CAPACIDAD                                         ,41095,1020,254809,4103266,254809,4103266,-54525,370235,-54529,370230,0.0,51.0,5414,63,73,254697,4103062,E68,GUADALQUIVIR
5025,CORDOBILLA,0,INT 2008                                                                                                                ,14056,988,347626,4135217,347626,4135217,-44313,372104,-44317,372058,0.0,212.5,5292,50,55,347514,4135011,E50,GUADALQUIVIR
5026,IZNAJAR,1,,14058,1007,377155,4126590,377155,4126590,-42308,371640,-42312,371633,0.0,421.1,5286,54,54,377043,4126384,E48,GUADALQUIVIR
5029,"BOLERA, LA",1,,23070,949,508648,4179646,508648,4179646,-25407,374549,-25411,374544,971.4,971.4,5027,54,54,508537,4179439,E05,GUADALQUIVIR
5032,MARMOLEJO,0,INT 2009                                                                                                                ,23059,904,396014,4213184,396014,4213184,-41107,380335,-41112,380331,0.0,191.8,5121,35,35,395902,4212978,E25,GUADALQUIVIR
5033,"CARPIO, EL",0,CENTRAL FLUYENTE DESDE 2010-11                                                                                          ,14018,924,369056,4204250,369056,4204250,-42927,375833,-42932,375828,138.1,137.3,5149,36,36,368944,4204044,E78,GUADALQUIVIR
5034,CANTILLANA,0,CENTRAL FLUYENTE DESDE 2010-11                                                                                          ,41023,963,251875,4164506,251875,4164506,-54837,373539,-54841,373532,0.0,18.8,5337,34,34,251764,4164301,E82,GUADALQUIVIR
5035,ALCALA DEL RIO,0,CENTRAL FLUYENTE DESDE 2010-11. LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                       ,41005,962,237076,4156774,237076,4156774,-55830,373112,-55834,373107,12.4,10.0,5355,37,37,236965,4156570,E60,GUADALQUIVIR
5036,PUENTE NUEVO,1,,14073,901,331284,4217339,331284,4217339,-45526,380517,-45530,380511,445.8,445.0,5202,45,45,331173,4217133,E34,GUADALQUIVIR
5037,SIERRA BOYERA,1,,14009,879,305621,4237012,305621,4237012,-51318,381536,-51322,381530,0.0,501.0,5202,45,45,305510,4236806,E33,GUADALQUIVIR
5038,QUENTAR,1,,18168,1010,461238,4117720,461238,4117720,-32613,371219,-32617,371212,0.0,1040.0,5231,45,45,461126,4117514,E42,GUADALQUIVIR
5039,QUIEBRAJANO,1,,23093,969,435828,4165527,435828,4165527,-34338,373805,-34342,373758,787.7,785.0,5095,44,44,435716,4165321,E17,GUADALQUIVIR
5040,VILLAFRANCA,0,INT 1999                                                                                                                ,14067,923,359662,4202317,359662,4202317,-43551,375727,-43555,375721,121.5,118.8,5151,22,22,359551,4202111,E79,GUADALQUIVIR
5041,RETORTILLO (DERIVACION),1,,14036,942,296597,4180266,296597,4180266,-51831,374447,-51836,374443,0.0,90.0,5228,36,37,296486,4180061,E40,GUADALQUIVIR
5042,GERGAL,1,,41049,962,760668,4162109,230754,4162383,-60255,373409,-60259,373402,0.0,50.0,5368,41,41,230643,4162179,E65,GUADALQUIVIR
5043,NEGRATIN,1,REAJUSTE DE COTA EL 01/06/2009                                                                                          ,18078,971,504098,4157334,504098,4157334,-25713,373345,-25717,373340,639.5,637.5,5028,37,37,503987,4157127,E06,GUADALQUIVIR
5044,DAÑADOR,1,,23062,864,496684,4251274,496684,4251274,-30217,382433,-30221,382428,716.7,713.7,5078,32,32,496572,4251067,E12,GUADALQUIVIR
5045,AGUASCEBAS,1,,23095,907,504318,4211027,504318,4211027,-25703,380249,-25707,380242,1016.9,1016.0,5996,32,32,504207,4210820,E02,GUADALQUIVIR
5046,GUADANUÑO-CERRO MURIANO,1,,14021,902,342189,4209817,342189,4209817,-44752,380118,-44757,380114,513.0,512.0,5995,32,32,342078,4209611,E35,GUADALQUIVIR
5047,MARTIN GONZALO,1,,14043,903,382609,4217139,382609,4217139,-42019,380538,-42024,380533,0.0,282.4,5994,32,32,382497,4216933,E27,GUADALQUIVIR
5048,CANALES,1,LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ,18094,1027,457838,4112859,457838,4112859,-32829,370938,-32834,370934,962.5,958.0,5230,33,33,457726,4112653,E41,GUADALQUIVIR
5049,YEGUAS,1,,14043,903,390395,4214185,390395,4214185,-41458,380408,-41502,380401,0.0,248.5,5136,32,32,390283,4213979,E26,GUADALQUIVIR
5050,COLOMERA,1,,18051,991,436300,4139738,436300,4139738,-34311,372406,-34316,372401,814.4,812.0,5250,30,31,436188,4139532,E44,GUADALQUIVIR
5051,SAN RAFAEL DE NAVALLANA,1,LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ,14021,923,357333,4202737,357333,4202737,-43726,375738,-43731,375733,159.3,158.0,5162,30,31,357222,4202531,E30,GUADALQUIVIR
5052,"FERNANDINA, LA",1,,23094,884,450142,4226099,450142,4226099,-33409,381053,-33414,381047,454.4,452.5,5084,30,30,450031,4225892,E14,GUADALQUIVIR
5054,ZUFRE,1,,21079,939,739535,4186977,211225,4188559,-61646,374753,-61651,374749,,250.0,5366,30,30,211115,4188355,E62,GUADALQUIVIR
5055,JOSE TORAN,1,,41055,942,281187,4180957,281187,4180957,-52901,374457,-52905,374452,150.0,147.3,5310,29,30,281076,4180752,E54,GUADALQUIVIR
5056,HUESNA,1,,41033,941,263555,4183888,263555,4183888,-54104,374618,-54108,374612,277.6,275.5,5334,29,30,263444,4183683,E56,GUADALQUIVIR
5058,AGRIO,1,,41013,961,740054,4157594,209890,4159192,-61659,373203,-61703,373156,108.6,106.5,5396,28,29,209779,4158988,E67,GUADALQUIVIR
5059,"FRESNEDA, LA (AZUD)",0,INT 2008                                                                                                                ,13098,837,440825,4274642,440825,4274642,-34047,383704,-34052,383659,0.0,717.0,5108,16,17,440714,4274435,,GUADALQUIVIR
5060,SAN CLEMENTE,1,,18098,929,531094,4190351,531094,4190351,-23848,375134,-23852,375130,1061.5,1061.0,5015,28,29,530983,4190144,E03,GUADALQUIVIR
5061,PUEBLA DE CAZALLA,1,,41077,1021,300822,4111822,300822,4111822,-51432,370751,-51437,370747,274.1,271.6,5316,27,28,300710,4111617,E55,GUADALQUIVIR
5062,GUADALMELLATO,1,,14001,902,353160,4211980,353160,4211980,-44024,380235,-44028,380249,211.5,211.5,5162,63,77,353049,4211774,E29,GUADALQUIVIR
5066,VADOMOJON,1,LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ,14007,967,391886,4166654,391886,4166654,-41331,373824,-41336,373820,365.4,363.5,5178,25,26,391774,4166448,E32,GUADALQUIVIR
5068,FRANCISCO ABELLAN-PEÑON DE LOS GITANOS,1,,18154,1010,477454,4129811,477454,4129811,-31516,371851,-31521,371846,957.6,955.0,5033,22,24,477342,4129605,E07,GUADALQUIVIR
5070,GIRIBAILE,1,,23046,906,455366,4215928,455366,4215928,-33032,380522,-33037,380517,349.7,345.5,5074,25,26,455254,4215722,E16,GUADALQUIVIR
5071,"PORTILLO, EL",1,,18046,950,518824,4184456,518824,4184456,-24710,374824,-24715,374820,,915.5,5025,20,21,518713,4184249,E04,GUADALQUIVIR
5108,VIBORAS,1,LOS DATOS DE 2005-06 SON PROVISIONALES SUJETOS A REVISION                                                               ,23060,968,410841,4166460,410841,4166460,-40038,373825,-40043,373821,,544.0,5177,16,17,410729,4166254,E31,GUADALQUIVIR
5123,FRESNEDA,1,,13098,837,445265,4268184,445265,4268184,-33742,383335,-33746,383331,717.0,717.0,5108,13,14,445154,4267977,E21,GUADALQUIVIR
5125,"MELONARES, LOS",1,,41073,940,246009,4179157,246009,4179157,-55254,374326,-55259,374321,,82.0,5350,13,13,245898,4178952,E58,GUADALQUIVIR
5139,ARENOSO,1,LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ,14043,903,373607,4209332,373607,4209332,-42624,380120,-42624,380120,209.0,,5148,14,14,373495,4209126,E28,GUADALQUIVIR
5140,SILES,1,,23082,865,533871,4250946,533871,4250946,-23644,382420,-23648,382415,0.0,702.3,5060,6,6,533760,4250739,E08,GUADALQUIVIR
4001,PEÑARROYA,1,,13019,762,499519,4323754,499519,4323754,-30020,390344,-30025,390340,736.5,735.0,4001,62,62,499408,4323546,E1-01,GUADIANA
4002,CIJARA,1,,10017,708,326561,4360331,326561,4360331,-50048,392228,-50053,392223,429.5,427.5,4059,63,63,326451,4360124,E2-01,GUADIANA
4003,GARCIA DE SOLA,1,LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ,6127,756,311310,4335274,311310,4335274,-51100,390844,-51105,390840,363.0,362.6,4065,59,59,311200,4335067,E2-03,GUADIANA
4004,ORELLANA,1,LOS DATOS DE 2004-05 SON PROVISIONALES SUJETOS A REVISION                                                               ,6097,779,280297,4318485,280297,4318485,-53211,385914,-53216,385909,320.0,318.0,4065,61,62,280187,4318279,E2-04,GUADIANA
4005,GASSET,1,,13040,759,419052,4331681,419052,4331681,-35611,390748,-35616,390743,624.0,625.5,4027,62,77,418941,4331474,E1-05,GUADIANA
4006,ZUJAR,1,DATOS DE 2003-04 SUJETOS A REVISION. DATOS MODIFICADOS DE SALIDAS 2012-13 (ANUARIO 13-14)                               ,6048,780,285227,4310676,285227,4310676,-52838,385505,-52843,385501,320.0,318.0,4082,58,58,285117,4310470,E2-07,GUADIANA
4007,TORRE DE ABRAHAM,1,,13072,710,392042,4358617,392042,4358617,-41512,392211,-41516,392206,673.7,673.5,4036,43,43,391932,4358410,E1-09,GUADIANA
4008,"VICARIO, EL",1,,13034,759,413828,4324048,413828,4324048,-35945,390338,-35950,390334,601.0,595.0,4029,43,43,413717,4323841,E1-06,GUADIANA
4010,"SERENA, LA",1,"LOS DATOS DE 2003-04 A 2005-06, 2008-09 ESTAN PENDIENTES DE REVISION                                                    ",6036,780,290795,4310001,290795,4310001,-52446,385448,-52451,385444,354.0,352.1,4082,32,33,290685,4309795,E2-06,GUADIANA
4011,ALANGE,1,"LOS DATOS DE 2003-04 A 2005-06, 2011-12, 2012-13 SON PROVISIONALES SUJETOS A REVISION                                   ",6004,803,737417,4296940,216248,4298461,-61600,384719,-61605,384715,275.6,275.6,4109,31,32,216139,4298256,E2-16,GUADIANA
4012,CHANZA,1,"LOS DATOS DE 2003-04, 2005-06  Y 2016-17 SON PROVISIONALES SUJETOS A REVISION                                           ",21037,958,630772,4158034,100718,4166615,-73110,373334,-73115,373329,63.2,63.0,4162,28,28,100608,4166412,E3-01,GUADIANA
4013,CORNALBO,1,CAMBIO DE CAPACIDAD DEL EMBALSE DESDE ANUARIO 2012-13                                                                   ,6083,777,743421,4319484,223723,4320567,-61123,385924,-61128,385919,,307.5,4111,25,26,223614,4320361,E2-17,GUADIANA
4014,PROSERPINA,1,,6083,777,728288,4316938,208450,4319023,-62154,385816,-62159,385811,245.0,244.6,4980,25,26,208341,4318817,E2-18,GUADIANA
4015,VILLAR DEL REY,1,LOS DATOS DE 2008-09 Y DE 2011-12 A 2016-17 ESTAN PENDIENTES DE REVISION                                                ,6155,750,684467,4336019,165955,4340969,-65155,390911,-65200,390907,245.9,242.9,4138,25,26,165847,4340763,E2-24,GUADIANA
4016,MONTIJO,1,"LOS DATOS DE 2003-04 A 2005-06, 2008-09, 2011-12, 2015-16 Y 2016-17 ESTAN PENDIENTES DE REVISION                        ",6083,777,723013,4311650,202836,4314092,-62539,385529,-62544,385525,204.1,202.1,4114,25,26,202727,4313887,E2-19,GUADIANA
4017,"MOLINOS DE MATACHEL, LOS",1,LOS DATOS DE 2011-12 ESTAN PENDIENTES DE REVISION                                                                       ,6069,830,751060,4269116,228044,4269798,-60711,383204,-60716,383159,351.8,350.0,4104,25,26,227934,4269593,E2-15,GUADIANA
4018,"BOQUERON, EL",1,LOS DATOS DE 2013-14 A 2015-16 ESTAN PENDIENTES DE REVISION                                                             ,6038,752,723219,4336934,204710,4339319,-62501,390908,-62506,390904,330.7,330.0,4998,25,26,204601,4339113,E2-21,GUADIANA
4019,HORNO TEJERO,1,"LOS DATOS DE 2008-09, 2009-10, 2012-13 Y 2013-14, 2015-16 Y 2016-17 ESTAN PENDIENTES DE REVISION                        ",6038,752,721934,4337051,203435,4339521,-62554,390913,-62559,390909,324.8,324.0,4115,25,26,203326,4339315,E2-20,GUADIANA
4020,TENTUDIA,1,"LOS DATOS DE 2008-09, 2014-15, 2015-16, 2016-17 Y 2018-19 ESTAN PENDIENTES DE REVISION                                  ",6026,897,735482,4220406,209332,4222191,-61853,380601,-61857,380556,669.5,668.0,4997,25,26,209222,4221986,E2-28,GUADIANA
4021,"CANCHALES, LOS",1,"LOS DATOS DE 2008-09, 2013-14, 2015-16 Y 2016-17 ESTAN PENDIENTES DE REVISION                                           ",6088,776,714763,4315933,194882,4318911,-63117,385755,-63122,385751,224.6,222.1,4115,25,26,194773,4318706,E2-22,GUADIANA
4038,CANCHO DEL FRESNO,1,LOS DATOS DE 2018-19 ESTAN PENDIENTES DE REVISION                                                                       ,10044,707,294262,4363326,294262,4363326,-52320,392339,-52325,392335,628.5,626.0,4086,14,14,294152,4363120,E2-08,GUADIANA
4041,"MARISANCHEZ (CABEZUELA, LA)",1,LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ,13087,812,476050,4282791,476050,4282791,-31631,384134,-31636,384130,763.6,763.0,4030,21,21,475939,4282584,E1-07,GUADIANA
4043,RUECAS,1,,10109,732,284743,4349661,284743,4349661,-52942,391608,-52947,391604,390.6,389.1,4086,14,14,284633,4349455,E2-09,GUADIANA
4044,SIERRA BRAVA,1,LOS DATOS DE 2018-19 ESTAN PENDIENTES DE REVISION                                                                       ,10219,731,271653,4341721,271653,4341721,-53838,391139,-53843,391134,331.6,331.6,4087,14,14,271543,4341515,E2-11,GUADIANA
4045,"VEGA DEL JABALON, LA",1,,13027,811,431965,4290640,431965,4290640,-34659,384540,-34704,384536,640.3,639.0,4030,21,21,431854,4290433,E1-08,GUADIANA
4047,CUBILAR,1,"LOS DATOS DE 2013-14, 2016-17 Y 2018-19 ESTAN PENDIENTES DE REVISION                                                    ",10109,732,286373,4346299,286373,4346299,-52831,391421,-52835,391416,352.0,350.5,4988,14,14,286263,4346093,E2-13,GUADIANA
4048,GARGALIGAS,1,"LOS DATOS DE 2011-12, 2013-14 Y 2016-17 ESTAN PENDIENTES DE REVISION                                                    ",6102,732,296595,4340411,296595,4340411,-52118,391119,-52123,391114,357.2,355.6,4089,14,14,296485,4340205,E2-12,GUADIANA
4050,PUERTO VALLEHERMOSO,1,,13010,787,485450,4302455,485450,4302455,-31004,385213,-31008,385208,750.0,749.5,4004,21,21,485339,4302248,E1-02,GUADIANA
4051,PUENTE NAVARRO,1,LOS DATOS DE 2012-13 ESTAN PENDIENTES DE REVISION                                                                       ,13039,760,434336,4329734,434336,4329734,-34534,390649,-34539,390645,606.3,606.0,4025,11,11,434225,4329527,E1-03,GUADIANA
4083,ANDEVALO,1,LOS DATOS DE 2011-12 ESTAN PENDIENTES DE REVISION                                                                       ,21003,958,641893,4164634,112257,4172500,-72332,373702,-72337,373658,113.5,112.0,4157,14,14,112148,4172298,E3-10,GUADIANA
4183,LAVADERO O RUECAS (AZUD),1,LOS DATOS DE 2008-09 A 2011-12 Y 2013-14 ESTAN PENDIENTES DE REVISION                                                   ,10109,731,282308,4345908,282308,4345908,-53119,391404,-53124,391400,,338.5,4086,14,14,282198,4345702,E2-10,GUADIANA
8001,ALARCON,1,"DESDE 06/95 SALIDAS NO INCLUYE EL TRASVASE TAJO-SEGURA.DATOS 2002-05, 2008-10, 2013-14, 2015-17 Y 2018-19 EN REVISION   ",16003,691,576382,4380018,576382,4380018,-20639,393357,-20643,393353,0.0,806.0,8048,63,77,576272,4379810,400.0,JUCAR
8002,ALCORA,1,"LOS DATOS DE 2002-03. 2004-05, 2005-06 Y 2016-17  SON PROVISIONALES SUJETOS A REVISION. ENTRADAS EN REVISION            ",12005,615,737280,4442540,737280,4442540,-1259,400557,-1304,400552,303.0,302.5,8200,63,64,737170,4442331,100.0,JUCAR
8003,ALMANSA,1,"LOS DATOS DE 2002-03. 2004-06, 2016-17 Y 2018-19  SON PROVISIONALES SUJETOS A REVISION. ENTRADAS EN REVISION            ",2009,793,660059,4304699,660059,4304699,-10917,385236,-10922,385229,0.0,739.0,8998,62,71,659949,4304491,700000000000.0,JUCAR
8004,AMADORIO,1,ENTRADAS EN REVISION. DATOS 2018-19 PROVISIONALES SUJETOS A REVISION                                                    ,3139,847,738513,4268781,738513,4268781,-1549,383205,-1554,383201,0.0,127.0,8017,63,64,738403,4268573,80.0,JUCAR
8005,ARENOS,1,ENTRADAS EN REVISION. DATOS 2018-19 PROVISIONALES SUJETOS A REVISION                                                    ,12079,614,709064,4440386,709064,4440386,-3253,400513,-3257,400510,0.0,600.0,8184,39,39,708954,4440177,200.0,JUCAR
8006,ARQUILLO DE SAN BLAS,1,ENTRADAS EN REVISION. DATOS 2013-14 Y 2018-19 PROVISIONALES SUJETOS A REVISION                                          ,44216,566,652520,4469922,652520,4469922,-11213,402155,-11218,402151,977.0,974.2,8134,54,54,652411,4469713,30.0,JUCAR
8007,BENIARRES,1,"LOS DATOS DE 2008-09, 2009-10, 2016-17 Y 2018-19 ESTAN PENDIENTES DE REVISION. ENTRADAS EN REVISION                     ",3028,821,729642,4299767,729642,4299767,-2119,384858,-2123,384854,0.0,318.0,8029,63,64,729532,4299559,90.0,JUCAR
8008,BUSEO,1,"DATOS 2003-05, 2008-09, 2012-13, 2016-17 Y 2018-19 PROVISIONALES. ENTRADAS EN REVISION. RESERVA 17-01-2015 EN REVISION  ",46234,694,677030,4385102,677030,4385102,5618,393551,-5622,393544,0.0,478.0,8157,63,77,676920,4384893,6000.0,JUCAR
8009,CONTRERAS,1,ENTRADAS EN REVISION                                                                                                    ,46259,693,628756,4378377,628756,4378377,-13006,393241,-13010,393237,673.0,669.0,8089,48,48,628646,4378169,50.0,JUCAR
8012,EMBARCADEROS,0,INT 1988                                                                                                                ,46097,745,669713,4345601,669713,4345601,-10200,391435,-10205,391429,325.5,321.0,8098,19,19,669603,4345393,,JUCAR
