indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,cuenca,caudal,ini_cal,fin_cal,sel,geometry
2101,MOLINOS DE DUERO,,1,135,97620,317,1100.0000,2315.0000,90,100,41,2003,42117,517868,4637657,517868,4637657,-2.4705,41.5324,-2.4709,41.5320,,517760,4637449,,DUERO,1,2012,2020,1,POINT (-2.7859253374037873 41.88877217842933)
2104,VILLAVERDE DE ARCAYOS,,1,355,1997,163,878.0000,1763.0000,57,57,31,2281,24004,332900,4720100,332900,4720100,-5.0214,42.3652,-5.0219,42.3648,,332791,4719894,,DUERO,1,2012,2020,1,POINT (-5.038660943799571 42.61335066443683)
2105,SANTERVAS DE CAMPOS,,1,283,3558,234,756.0000,1100.0000,22,21,9,2248,47153,327060,4676062,327060,4676062,-5.0543,42.1301,-5.0548,42.1257,,326951,4675856,,DUERO,1,2012,2020,1,POINT (-5.096569089329262 42.21572265442989)
2113,STA. EULALIA DE RIONEGRO,,1,391,424,268,820.0000,2124.0000,20,20,8,2314,49177,726365,4657628,229704,4659170,-6.1555,42.0215,-6.1600,42.0210,,229594,4658963,,DUERO,1,2012,2020,1,POINT (-6.266746041967846 42.036225504839386)
2114,COCA-VOLTOYA,,1,1070,1074,428,751.0000,1580.0000,19,19,7,2228,40057,371696,4563454,371696,4563454,-4.3149,41.1242,-4.3154,41.1238,,371587,4563247,,DUERO,1,2012,2020,1,POINT (-4.531737960357948 41.21041893702613)
2115,LEON,,1,620,1174,161,823.0000,2181.0000,18,18,6,2275,24089,288557,4719123,288557,4719123,-5.3437,42.3541,-5.3442,42.3537,,288448,4718917,,DUERO,1,2012,2020,1,POINT (-5.578463816124549 42.5936702774356)
2116,CELADA DEL CAMINO,,1,1702,2659,237,805.0000,2131.0000,44,44,32,2188,9125,423560,4678740,423560,4678740,-3.5536,42.1523,-3.5541,42.1519,,423452,4678533,,DUERO,1,2012,2020,1,POINT (-3.928009918614767 42.25524238621238)
2121,ZAMORA,,1,46137,97620,369,628.0000,2315.0000,18,18,6,2259,49275,272919,4599370,272919,4599370,-5.4316,41.3047,-5.4321,41.3043,,272809,4599163,,DUERO,1,2012,2020,1,POINT (-5.722435712662645 41.51188964889288)
2125,SOTOPALACIOS,INT 2013,0,281,350,200,850.0000,1062.0000,40,40,31,2179,9301,443955,4697207,443955,4697207,-3.4052,42.2528,-3.4057,42.2524,,443848,4697000,,DUERO,1,2005,2013,1,POINT (-3.6825606345501805 42.423280936089306)
2126,VILLARDIGA,,1,1462,3558,341,672.0000,1100.0000,44,44,28,2250,49035,292444,4627724,292444,4627724,-5.2950,41.4625,-5.2955,41.4620,,292335,4627518,,DUERO,1,2012,2020,1,POINT (-5.498521314301503 41.77234669133674)
2131,VILLAESCUSA DE LAS TORRES,,1,371,381,133,883.0000,,14,13,1,2133,34135,397993,4735473,397993,4735473,-4.1453,42.4547,-4.1448,42.4551,,397885,4735266,,DUERO,1,2012,2020,1,POINT (-4.2480250771750985 42.763125462074534)
2132,QUINTANILLA DE ONESIMO,,1,12093,97620,373,721.0000,2315.0000,45,45,32,2111,47129,386697,4609626,386697,4609626,-4.2137,41.3747,-4.2141,41.3742,,386589,4609419,,DUERO,1,2012,2020,1,POINT (-4.361499680639565 41.62844094236206)
2138,CASTRO DE LA LOMBA,,1,276,516,128,1015.0000,,14,13,1,2290,24132,258212,4739517,258212,4739517,-5.5719,42.4609,-5.5724,42.4605,,258102,4739311,,DUERO,1,2012,2020,1,POINT (-5.956573828257145 42.768170477174614)
2139,BURGOS-ARLANZON,,1,680,2659,200,852.0000,,11,11,0,2178,9059,439390,4688904,439390,4688904,-3.4409,42.2057,-3.4414,42.2053,,439282,4688697,,DUERO,1,2012,2020,1,POINT (-3.7371833918441117 42.348165929785864)
2141,PINILLA DE LOS MOROS,,1,288,301,277,965.0000,,11,11,0,2164,9269,472993,4657254,472993,4657254,-3.1935,42.0358,-3.1940,42.0354,,472885,4657046,,DUERO,1,2012,2020,1,POINT (-3.3277397719811934 42.06500811951586)
2143,CASTROBOL,INT 2013,0,1546,1997,271,743.0000,1763.0000,38,38,31,2283,47084,312563,4671389,312563,4671389,-5.1609,42.1017,-5.1614,42.1013,,312454,4671182,,DUERO,1,2005,2013,1,POINT (-5.270571624840265 42.170316376574526)
2144,CERNADILLA (EMBALSE),INT 2009,0,410,2409,267,895.0000,2124.0000,35,35,12,2313,49166,696006,4658773,199485,4662442,-6.3753,42.0321,-6.3758,42.0317,,199374,4662235,,DUERO,1,2001,2009,1,POINT (-6.632834402829015 42.05467276443329)
2145,MANGANESES DE LA POLVOROSA,,1,4959,5039,270,719.0000,2417.0000,26,26,13,2309,49238,273274,4657865,273274,4657865,-5.4421,42.0222,-5.4426,42.0218,,273164,4657658,,DUERO,1,2012,2020,1,POINT (-5.740514858250025 42.03825706497302)
2147,AMBASAGUAS,,1,285,296,130,880.0000,,11,11,0,2266,24151,305415,4731449,305415,4731449,-5.2234,42.4236,-5.2239,42.4232,,305306,4731243,,DUERO,1,2012,2020,1,POINT (-5.377394997835459 42.709016970082644)
2150,PARDAVE,,1,222,482,103,986.0000,2043.0000,21,21,9,2276,24098,295102,4744477,295102,4744477,-5.3024,42.4929,-5.3028,42.4925,,294993,4744271,,DUERO,1,2012,2020,1,POINT (-5.507938630594677 42.823545603845666)
2156,SAN FELIX DE LA VEGA,,1,781,1383,193,804.0000,,11,11,0,2300,24131,257126,4698618,257126,4698618,-5.5705,42.2404,-5.5709,42.2400,,257016,4698412,,DUERO,1,2012,2020,1,POINT (-5.952407106684423 42.39999386333922)
2163,ALMAZAN,,1,2959,97620,407,935.0000,,24,24,12,2029,42020,540984,4594543,540984,4594543,-2.3032,41.3003,-2.3037,41.2959,,540875,4594335,,DUERO,1,2012,2020,1,POINT (-2.5102644752827166 41.499594885010175)
2711,BENAMARIEL-2,,1,3980,16081,194,757.0000,2408.0000,21,21,9,2280,24212,288912,4693889,288912,4693889,-5.3348,42.2204,-5.3353,42.2200,,288802,4693683,,DUERO,1,2012,2020,1,POINT (-5.564858176983603 42.36674105028054)
2712,ALCONADA,,1,439,1117,479,830.0000,,14,14,2,2333,37012,301038,4532025,301038,4532025,-5.2150,40.5448,-5.2145,40.5452,,300928,4531818,,DUERO,1,2012,2020,1,POINT (-5.363850540819942 40.913256020795096)
2713,SANTIAGO DE LA VALDUERNA,,1,290,302,231,786.0000,,14,14,2,2301,24010,258896,4688464,258896,4688464,-5.5536,42.1833,-5.5531,42.1837,,258786,4688258,,DUERO,1,2012,2020,1,POINT (-5.926683662860856 42.309217152851005)
2714,LASTRAS DE CUELLAR,INT 2013,0,631,2525,430,838.0000,2209.0000,10,10,5,2112,40110,403618,4571889,403618,4571889,-4.0904,41.1731,-4.0909,41.1727,,403509,4571682,,DUERO,1,2005,2013,1,POINT (-4.152385581760388 41.29081977057682)
2716,CAMARZANA-REGATO,,1,257,269,307,730.0000,,13,13,1,2969,49033,747097,4654107,250140,4654204,-6.0100,41.5958,-6.0105,41.5954,LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION,250030,4653997,,DUERO,1,2012,2020,1,POINT (-6.0180912866023855 41.9983196117584)
2717,VILLAVEZA DE VALVERDE,,1,186,204,308,710.0000,,14,14,2,2316,49272,263925,4648150,263925,4648150,-5.5058,41.5653,-5.5053,41.5657,,263815,4647943,,DUERO,1,2012,2020,1,POINT (-5.849428319451947 41.94811443927971)
2818,RABAL,,1,719,3310,303,366.0000,,51,50,14,2388,32053,630019,4634370,131881,4642697,-7.2602,41.5059,-7.2607,41.5055,,131770,4642490,,DUERO,1,2012,2020,1,POINT (-7.435287829429712 41.848640638550755)
3001,PERALEJOS DE LAS TRUCHAS,,1,410,71364,539,1143.0000,1920.0000,76,76,44,3003,19216,590482,4494462,590482,4494462,-1.5551,40.3543,-1.5555,40.3539,,590373,4494253,,TAJO,1,2012,2020,1,POINT (-1.931963871844488 40.59414482275486)
3005,TRILLO,,1,3253,71364,512,720.0000,1920.0000,79,88,53,3023,19291,535097,4505319,535097,4505319,-2.3505,40.4150,-2.3509,40.4146,DATOS MODIFICADOS DE 04/1999 Y 10/1999 RESPECTO A PUBLICADOS (ANUARIO 2012-13),534988,4505111,,TAJO,1,2012,2020,1,POINT (-2.585875487686972 40.696157486528634)
3012,"PORTUSA, LA",,1,27159,71364,628,430.0000,2430.0000,56,56,39,3179,45003,397740,4413445,398987,4415885,-4.1144,39.5151,-4.1149,39.5147,,398877,4415678,,TAJO,1,2012,2020,1,POINT (-4.1826747507085305 39.88513717012859)
3014,PUENTE ALGODOR,,1,23065,71364,629,462.0000,,12,11,0,3157,45102,425661,4419621,425661,4419621,-3.5211,39.5522,-3.5216,39.5518,,425551,4419414,,TAJO,1,2012,2020,1,POINT (-3.8711776711737085 39.92155602448206)
3030,VENTOSA,,1,944,1311,514,1016.0000,1920.0000,76,76,47,3010,19099,587360,4520525,587360,4520525,-1.5750,40.4949,-1.5755,40.4945,,587251,4520316,,TAJO,1,2012,2020,1,POINT (-1.9652259368898535 40.82923532533733)
3040,SANTA MARIA DEL VAL,,1,116,216,564,1175.0000,,11,11,0,3031,16197,582233,4483518,582233,4483518,-2.0147,40.2951,-2.0151,40.2947,,582124,4483309,,TAJO,1,2012,2020,1,POINT (-2.0308594111633025 40.49642524579642)
3045,PRIEGO (ESCABAS),,1,345,772,563,818.0000,1796.0000,71,80,32,3037,16170,558512,4477438,558512,4477438,-2.1836,40.2641,-2.1841,40.2637,"DATOS MODIFICADOS: 12/1969,07-08/1976,04/1998 Y 06/2002 (ANUARIO 12-13), 2008-09 (ANUARIO 13-14)",558403,4477230,,TAJO,1,2012,2020,1,POINT (-2.311326103938134 40.443671483486284)
3049,MATALLANA,,1,143,11597,459,940.0000,,11,11,0,3070,19060,472300,4544905,472300,4544905,-3.1951,41.0311,-3.1951,41.0311,,472191,4544697,,TAJO,1,2012,2020,1,POINT (-3.3309249883436642 41.05303301202569)
3051,ALGETE,,1,2448,11597,534,585.0000,2430.0000,79,88,33,3080,28009,452170,4493275,452170,4493275,-3.3355,40.3517,-3.3300,40.3513,DATOS MODIFICADOS DE 12/1913 RESPECTO A PUBLICADOS (ANUARIO 2012-13),452061,4493067,,TAJO,1,2012,2020,1,POINT (-3.566490796041405 40.5870091962803)
3052,MEJORADA DEL CAMPO,,1,7005,11597,560,550.0000,2430.0000,96,105,42,3112,28123,456875,4471956,456875,4471956,-3.3029,40.2347,-3.3034,40.2343,,456766,4471748,,TAJO,1,2012,2020,1,POINT (-3.509439984800071 40.39521246704042)
3062,ESPINILLOS,,1,4031,4144,560,565.0000,2036.0000,98,108,38,3111,28005,464370,4479095,464370,4479095,-3.2513,40.2740,-3.2518,40.2736,DATOS MODIFICADOS DE 02/1926 y 01/1922 RESPECTO A PUBLICADOS (ANUARIO 2012-13),464261,4478887,,TAJO,1,2012,2020,1,POINT (-3.4215278507895763 40.45988229412863)
3100,VILLALBA,,1,234,1703,533,850.0000,2181.0000,52,51,27,3166,28047,415044,4498174,415044,4498174,-4.0016,40.3746,-4.0021,40.3741,,414935,4497967,,TAJO,1,2012,2020,1,POINT (-4.005816713391907 40.62816148132514)
3103,BATRES,,1,962,1703,581,542.0000,,11,11,0,3172,28017,419663,4452782,419663,4452782,-3.5643,40.1311,-3.5644,40.1311,,419553,4452575,,TAJO,1,2012,2020,1,POINT (-3.9454774837748805 40.219737337804126)
3144,"VILLAR, EL",,1,386,394,575,352.0000,2395.0000,50,50,29,3347,10090,746789,4450918,235853,4451505,-6.0607,40.1018,-6.0612,40.1014,,235744,4451299,,TAJO,1,2012,2020,1,POINT (-6.10326823129802 40.1704900789673)
3146,"TORNO, EL",,1,313,637,598,380.0000,2395.0000,43,50,19,3353,10184,249042,4444481,249042,4444481,-5.5640,40.0645,-5.5645,40.0641,,248933,4444275,AR42,TAJO,1,2012,2020,1,POINT (-5.94584999399891 40.11133710245722)
3161,ARENAS DE SAN PEDRO,,1,730,4507,601,367.0000,2188.0000,53,53,31,3268,45130,325878,4446776,325878,4446776,-5.0239,40.0909,-5.0244,40.0905,,325768,4446569,,TAJO,1,2012,2020,1,POINT (-5.045601993055269 40.15141488092869)
3163,PIEDRAS ALBAS,,1,887,1294,648,172.0000,,49,48,25,3378,10008,672712,4409381,159104,4415026,-6.5856,39.4858,-6.5901,39.4854,,158996,4414820,,TAJO,1,2012,2020,1,POINT (-6.983591073746917 39.8149854693192)
3165,VALVERDE DE LOS ARROYOS,,1,284,547,459,1062.0000,,10,10,0,3102,19311,483827,4553958,483827,4553958,-3.1139,41.0806,-3.1138,41.0806,,483718,4553750,,TAJO,1,2012,2020,1,POINT (-3.1939953343304386 41.134895044690396)
3168,MONROY,,1,787,3110,679,315.0000,1601.0000,37,37,12,3308,10195,246224,4394787,246224,4394787,-5.5730,39.3952,-5.5734,39.3948,,246115,4394581,AR50,TAJO,1,2012,2020,1,POINT (-5.959565764357405 39.66335232695928)
3169,MEMBRIO,,1,2058,2116,676,149.0000,710.0000,53,53,22,3392,10119,672137,4382627,156738,4388341,-6.5945,39.3431,-6.5950,39.3427,,156630,4388135,,TAJO,1,2012,2020,1,POINT (-6.997285980065396 39.57418292635626)
3174,PUENTE TITULCIA,,1,8890,11597,605,498.0000,,12,12,0,3128,28040,450631,4443307,450631,4443307,-3.3446,40.0817,-3.3451,40.0812,,450521,4443099,,TAJO,1,2012,2020,1,POINT (-3.5808116626623887 40.13676825246223)
3175,ARANJUEZ (P.LARGO),INT 2009,0,11549,11597,605,491.0000,2430.0000,42,41,33,3148,28013,448220,4437480,448220,4437480,-3.3626,40.0507,-3.3631,40.0503,,448110,4437272,,TAJO,1,2001,2009,1,POINT (-3.6086437101925832 40.084126706540836)
3180,SAN MARTIN DE VALDEIGLESIAS,,1,629,638,557,580.0000,1902.0000,32,32,3,3219,5057,387901,4474460,387901,4474460,-4.1916,40.2445,-4.1921,40.2441,,387792,4474253,AR22,TAJO,1,2012,2020,1,POINT (-4.3224819803155565 40.41133877282704)
3182,GARCIBUEY,,1,426,5385,527,520.0000,1433.0000,52,52,25,3330,37298,250434,4487864,250434,4487864,-5.5642,40.3012,-5.5647,40.3006,DATOS MODIFICADOS DE 08/1979 Y 03/1986 RESPECTO A PUBLICADOS (ANUARIO 2012-13),250325,4487657,,TAJO,1,2012,2020,1,POINT (-5.946464385547922 40.502078806100094)
3184,"BAZAGONA, LA",,1,4090,4507,623,230.0000,2592.0000,51,51,28,3294,10116,251896,4424564,251896,4424564,-5.5412,39.5603,-5.5417,39.5559,DATOS MODIFICADOS DE 10/1979 RESPECTO A PUBLICADOS (ANUARIO 2012-13),251787,4424358,,TAJO,1,2012,2020,1,POINT (-5.904787601742614 39.93296783717486)
3186,PRIEGO-TRABAQUE,,1,361,409,563,798.0000,1618.0000,52,52,34,3042,16170,557263,4475312,557263,4475312,-2.1930,40.2533,-2.1935,40.2529,DATOS MODIFICADOS DE 10/1970 Y 01/1977 RESPECTO A PUBLICADOS (ANUARIO 2012-13),557154,4475104,,TAJO,1,2012,2020,1,POINT (-2.3262442230421905 40.42460620755072)
3193,TOROTE,,1,252,253,560,579.0000,940.0000,41,41,16,3110,28005,464489,4480141,464489,4480141,-3.2508,40.2814,-3.2513,40.2810,DATOS MODIFICADOS DE 10 Y 12/2004 RESPECTO A PUBLICADOS (ANUARIO 2012-13),464380,4479933,,TAJO,1,2012,2020,1,POINT (-3.4201830433642413 40.46931064488597)
3198,VILLAMANTILLA,,1,261,532,558,497.0000,1461.0000,50,50,24,3221,28095,403611,4469632,403611,4469632,-4.0807,40.2216,-4.0812,40.2211,,403501,4469425,,TAJO,1,2012,2020,1,POINT (-4.136641843410369 40.36982032535015)
3200,SOTOSERRANO,,1,239,239,552,405.0000,2425.0000,53,53,32,3335,37313,753424,4479366,244400,4479440,-6.0046,40.2532,-6.0051,40.2528,,244291,4479233,,TAJO,1,2012,2020,1,POINT (-6.014187657332692 40.42445498708032)
3211,VILLAREJO DE MONTALBAN,,1,140,340,655,509.0000,1369.0000,51,51,29,3194,45194,365900,4403721,365900,4403721,-4.3357,39.4620,-4.3401,39.4616,DATOS MODIFICADOS DE 03/1974 RESPECTO A PUBLICADOS (ANUARIO 2012-13),365790,4403514,,TAJO,1,2012,2020,1,POINT (-4.567029280925807 39.77098911305547)
3212,MALPICA,,1,423,424,627,388.0000,1419.0000,48,48,21,3200,45089,364915,4420110,364915,4420110,-4.3450,39.5511,-4.3455,39.5506,DATOS MODIFICADOS DE 07/1979 RESPECTO A PUBLICADOS (ANUARIO 2012-13),364805,4419903,,TAJO,1,2012,2020,1,POINT (-4.581910684520291 39.91844262355129)
3213,ALCAUDETE DE LA JARA,,1,196,313,655,425.0000,1378.0000,49,49,31,3240,45006,341920,4404300,341920,4404300,-4.5045,39.4624,-4.5049,39.4620,DATOS MODIFICADOS DE 03/1973 RESPECTO A PUBLICADOS (ANUARIO 2012-13),341810,4404093,,TAJO,1,2012,2020,1,POINT (-4.8470314370294725 39.772086181371)
3217,HORCAJO DE MONTEMAYOR,,1,177,211,552,717.0000,1524.0000,50,50,24,3331,37161,254621,4479296,254621,4479296,-5.5333,40.2539,-5.5338,40.2534,,254512,4479089,,TAJO,1,2012,2020,1,POINT (-5.893800115547768 40.42623658434648)
3218,MIRANDA DEL CASTAÑAR,,1,101,125,552,509.0000,1723.0000,49,49,20,3333,37193,753837,4486128,245271,4486158,-6.0019,40.2911,-6.0024,40.2907,,245162,4485951,,TAJO,1,2012,2020,1,POINT (-6.006629356813501 40.48516175333188)
3220,SANTA MARTA DE MAGASCA,,1,457,1030,679,270.0000,998.0000,50,50,19,3313,10037,748101,4376532,232173,4377190,-6.0653,39.3007,-6.0658,39.3003,,232064,4376984,,TAJO,1,2012,2020,1,POINT (-6.116032378599004 39.50074358647191)
3221,BOHONAL DE IBOR,,1,266,279,652,319.0000,1601.0000,49,48,24,3258,10030,284303,4405651,284303,4405651,-5.3106,39.4622,-5.3111,39.4618,,284194,4405445,,TAJO,1,2012,2020,1,POINT (-5.519671242007127 39.77160655542141)
3222,PERALEDA DE SAN ROMAN,,1,184,200,653,330.0000,1429.0000,48,48,30,3256,10141,292843,4404203,292843,4404203,-5.2506,39.4543,-5.2511,39.4538,,292733,4403997,,TAJO,1,2012,2020,1,POINT (-5.419601840944713 39.76069260159985)
3231,NAVALUENGA,,1,698,4104,556,753.0000,2198.0000,47,47,20,3208,5163,355485,4474600,355485,4474600,-4.4211,40.2432,-4.4216,40.2427,,355375,4474393,,TAJO,1,2012,2020,1,POINT (-4.7044377688939525 40.407599307610326)
3234,JARAIZ DE LA VERA,,1,224,265,599,260.0000,,47,47,20,3291,10104,268465,4432150,268465,4432150,-5.4245,40.0026,-5.4250,40.0021,,268356,4431944,,TAJO,1,2012,2020,1,POINT (-5.71379653166905 40.00593431181961)
3235,NUÑOMORAL,,1,109,140,551,411.0000,,47,47,22,3339,10135,738671,4474341,229338,4475427,-6.1118,40.2305,-6.1123,40.2301,,229229,4475220,,TAJO,1,2012,2020,1,POINT (-6.189772058845757 40.383594742985714)
3242,CASAR DE PALOMERO,,1,188,279,574,398.0000,,34,34,7,3343,10041,732603,4465166,222661,4466683,-6.1547,40.1814,-6.1552,40.1810,,222552,4466476,AR40,TAJO,1,2012,2020,1,POINT (-6.264512033422528 40.30275068772366)
3244,CAMPILLO DE DELEITOSA,,1,120,204,652,305.0000,,44,44,23,3260,10042,278620,4400508,278620,4400508,-5.3458,39.4330,-5.3503,39.4326,,278511,4400302,,TAJO,1,2012,2020,1,POINT (-5.584229870957462 39.72385538560957)
3246,AYUELA,,1,252,390,729,335.0000,,44,42,18,3381,10037,716651,4357108,199490,4359894,-6.2911,39.2008,-6.2916,39.2004,,199381,4359688,,TAJO,1,2012,2020,1,POINT (-6.487731864848476 39.33438343848471)
3250,TRUJILLO,,1,231,414,705,395.0000,,42,42,17,3314,10195,248365,4371828,248365,4371828,-5.5529,39.2731,-5.5533,39.2727,,248256,4371622,,TAJO,1,2012,2020,1,POINT (-5.92593703464166 39.457384756562)
3253,ALCANTARA,INT 2006,0,208,208,676,152.0000,,28,28,8,3391,10008,672505,4382497,157097,4388187,-6.5930,39.3427,-6.5935,39.3423,,156989,4387981,,TAJO,1,1998,2006,1,POINT (-6.993036728674751 39.572942273141095)
3256,ALDEANUEVA DE BARBARROYA,,1,377,392,654,385.0000,,42,42,12,3248,45111,323755,4401285,323755,4401285,-5.0325,39.4433,-5.0329,39.4429,,323645,4401078,,TAJO,1,2012,2020,1,POINT (-5.058195789082994 39.741369820233395)
3261,MAJADA,,1,395,397,600,264.0000,,40,40,17,3285,10180,292302,4437110,292302,4437110,-5.2606,40.0329,-5.2611,40.0324,,292193,4436904,,TAJO,1,2012,2020,1,POINT (-5.436377905827635 40.05678384035732)
3268,TARAVILLAS,,1,206,206,514,1107.0000,,39,39,21,3004,19223,587480,4503935,587480,4503935,-1.5753,40.4051,-1.5758,40.4047,DATOS MODIFICADOS DE 02/2001 RESPECTO A PUBLICADOS (ANUARIO 2012-13),587371,4503726,,TAJO,1,2012,2020,1,POINT (-1.9661206067730599 40.679793923072246)
3269,CERECEDA,,1,105,112,537,720.0000,,14,13,1,3026,19211,529595,4498465,529595,4498465,-2.3900,40.3809,-2.3905,40.3805,,529486,4498257,,TAJO,1,2012,2020,1,POINT (-2.6513186460866924 40.634627801809735)
3276,TORREJON,,1,158,250,651,220.0000,,37,36,18,3300,10190,754788,4410352,241105,4410490,-6.0126,39.4816,-6.0131,39.4811,,240996,4410284,,TAJO,1,2012,2020,1,POINT (-6.025337182102929 39.80310727562031)
3278,VALENCIA DE ALCANTARA,,1,169,355,701,313.0000,,35,35,20,3401,10203,654383,4370285,138179,4377197,-7.1219,39.2804,-7.1224,39.2759,,138071,4376991,,TAJO,1,2012,2020,1,POINT (-7.2067476843177 39.46641505353045)
3279,TRUJILLO,,1,260,420,679,372.0000,,33,33,16,3309,10195,250272,4388244,250272,4388244,-5.5431,39.3625,-5.5436,39.3620,,250163,4388038,,TAJO,1,2012,2020,1,POINT (-5.909965283626979 39.60566618026019)
4207,MALAGON (P. DERV.) VERTIDOS,INT 2002,0,312,687,736,626.0000,1100.0000,57,56,0,4026,13052,424128,4336768,424128,4336768,-3.5242,39.1034,-3.5247,39.1030,,424017,4336561,,GUADIANA,1,1995,2003,1,POINT (-3.879648855313294 39.17496144501814)
4212,ALIA,,1,287,287,708,371.0000,1441.0000,41,41,18,4060,10017,325293,4360744,325293,4360744,-5.0142,39.2240,-5.0146,39.2236,"LOS DATOS DE 2010-11, 2018-19 Y 2019-20 SON PROVISIONALES, PENDIENTES DE REVISION",325183,4360537,CR2-05,GUADIANA,1,2004,2012,1,POINT (-5.029584570389222 39.37662328314273)
4214,PUENTE DE LUCIANA,,1,2029,2034,783,536.0000,1430.0000,70,80,0,4040,13051,388614,4316121,388614,4316121,-4.1710,38.5911,-4.1714,38.5906,"DATOS DESDE 2000-01 A 2004-05, 2010-11 Y 2019-20 SON PROVISIONALES, PENDIENTES DE REVISIÓN",388503,4315914,CR1-21,GUADIANA,1,1994,2002,1,POINT (-4.287324508699238 38.9851252418431)
4255,BADAJOZ,,1,2165,2184,775,167.0000,,49,49,13,4139,6015,677163,4309571,156913,4315034,-6.5724,38.5459,-6.5729,38.5455,CURVAS DE GASTO 2005-11 PROVISIONALES. FIABILIDAD ESCASA CG 2013-14 PARA VALORES ELEVADOS,156805,4314829,,GUADIANA,1,2003,2011,1,POINT (-6.957982586956418 38.915288335370626)
5045,LOJA,,1,4210,8415,1008,443.0000,3478.0000,96,106,23,5276,18122,396540,4115132,396540,4115132,-4.0955,37.1035,-4.1000,37.1030,MAXIMOS DE 2000-01 A 2004-05. DATOS DE 2010-11 Y 2013-14 PENDIENTES DE REVISION,396428,4114926,A15,GUADALQUIVIR,1,2001,2009,1,POINT (-4.166701069203284 37.17502511032413)
5050,GÜEJAR-SIERRA,,1,163,8415,1027,970.0000,3482.0000,25,25,3,5230,18094,461526,4112281,461526,4112281,-3.2600,37.0920,-3.2604,37.0915,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,461414,4112075,,GUADALQUIVIR,1,1999,2007,1,POINT (-3.4345455419452118 37.15427323881439)
5056,GERENA,,1,240,1281,961,52.0000,,31,30,3,5393,41045,748488,4156904,218237,4157966,-6.1118,37.3130,-6.1122,37.3126,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,218126,4157762,,GUADALQUIVIR,1,2001,2009,1,POINT (-6.18956131448705 37.52378778744538)
5083,PUENTE NUEVO,INT 2009,0,775,1112,947,380.0000,2167.0000,40,39,3,5098,23050,434478,4182350,434478,4182350,-3.4439,37.4708,-3.4443,37.4703,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,434366,4182144,,GUADALQUIVIR,1,2001,2009,1,POINT (-3.7453793092205623 37.78429388197804)
5107,MARMOLEJO,INT 2009,0,498,503,904,189.0000,1298.0000,38,38,3,5130,23059,400004,4209987,400004,4209987,-4.0822,38.0153,-4.8206,38.1409,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,399892,4209781,,GUADALQUIVIR,1,2001,2009,1,POINT (-4.14066670721077 38.030211317490505)
5123,MADREFUENTES,,1,370,388,964,62.0000,307.0000,35,35,3,5308,14049,292345,4171136,292345,4171136,-5.2115,37.3948,-5.2120,37.3943,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,292234,4170931,A52,GUADALQUIVIR,1,1996,2004,1,POINT (-5.355488751774906 37.662057998049846)
5136,SANTO TOME,,1,185,189,907,418.0000,1270.0000,29,29,4,5008,23080,490914,4208710,490914,4208710,-3.0613,38.0132,-3.0617,38.0127,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION.DATOS 2016-17 EN REVISION,490803,4208503,,GUADALQUIVIR,1,2001,2009,1,POINT (-3.1047870194061864 38.02417975497682)
5138,PUERTOLLANO,,1,228,338,836,644.0000,1094.0000,29,29,5,5109,13071,411442,4279671,411442,4279671,-4.0104,38.3938,-4.0109,38.3934,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,411331,4279464,A29,GUADALQUIVIR,1,2012,2020,1,POINT (-4.019107925324544 38.659313676112724)
5140,VILLANUEVA DE LAS TORRES,,1,1685,1718,971,658.0000,,52,55,4,5043,18064,490808,4154409,490808,4154409,-3.0615,37.3210,-3.0619,37.3205,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 Y 2016-17 PENDIENTES DE REVISION,490697,4154202,A02,GUADALQUIVIR,1,2001,2009,1,POINT (-3.1052981780726703 37.53475164068247)
5141,MONTORO,INT 2006,0,407,408,903,156.0000,823.0000,20,20,2,5148,14043,374733,4211493,374733,4211493,-4.2539,38.0231,-4.2543,38.0226,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION,374621,4211287,,GUADALQUIVIR,1,1998,2006,1,POINT (-4.4288030713047295 38.040634748855034)
5142,PORCUNA,,1,670,810,924,229.0000,,37,37,3,5140,23069,393330,4192940,393330,4192940,-4.1246,37.5238,-4.1251,37.5233,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION,393218,4192734,A11,GUADALQUIVIR,1,2001,2009,1,POINT (-4.21416605651239 37.87583953199473)
